id,employee_id,overtime_status,in_mode,check_in,check_out,worked_hours,overtime_hours,validated_overtime_hours,expected_hours,late_minutes,deduction_amount,display_late_minutes,is_late,missing_checkout,check_date,check_in_hour,day_of_week
12749,10,approved,manual,2026-01-08 02:25:24,2026-01-08 12:11:21,8.7658,0.7658,0.7658333333333333,8.0,25,0.00,0.4233333333333333,1,0,2026-01-08,2.4166666666666665,3
12750,2,approved,manual,2026-01-08 02:58:10,2026-01-08 12:10:52,8.2117,0.2117,0.2116666666666655,8.0,0,0.00,0,0,0,2026-01-08,2.966666666666667,3
12762,7,approved,manual,2026-01-09 05:59:43,2026-01-09 11:09:18,5.155,-2.845,-2.845,8.0,0,0.00,0,0,0,2026-01-09,5.983333333333333,4
12752,8,approved,manual,2026-01-09 02:00:40,2026-01-09 11:12:00,8.1889,0.1889,0.18888888888888863,8.0,0,0.00,0,0,0,2026-01-09,2.0,4
12755,19,approved,manual,2026-01-09 01:57:24,2026-01-09 11:10:00,8.21,0.21,0.21000000000000058,8.0,0,0.00,0,0,0,2026-01-09,1.95,4
12758,22,approved,manual,2026-01-09 01:59:55,2026-01-09 11:03:11,8.0544,0.0544,0.054444444444445,7.999999999999999,0,0.00,0,0,0,2026-01-09,1.9833333333333334,4
12754,12,approved,manual,2026-01-09 01:57:03,2026-01-09 11:09:35,8.2089,0.2089,0.2088888888888904,7.999999999999999,0,0.00,0,0,0,2026-01-09,1.95,4
12753,1,approved,manual,2026-01-09 01:56:56,2026-01-09 11:11:34,8.2439,0.2439,0.24388888888888977,8.0,0,0.00,0,0,0,2026-01-09,1.9333333333333333,4
12756,6,approved,manual,2026-01-09 01:58:19,2026-01-09 11:13:30,8.2531,0.2531,0.2530555555555545,8.0,0,0.00,0,0,0,2026-01-09,1.9666666666666668,4
12759,2,approved,manual,2026-01-09 02:01:30,2026-01-09 11:14:57,8.2242,0.2242,0.22416666666666768,7.999999999999999,1,0.00,0.025,1,0,2026-01-09,2.0166666666666666,4
12757,17,approved,manual,2026-01-09 01:59:10,2026-01-09 11:18:16,8.3183,0.3183,0.31833333333333363,8.0,0,0.00,0,0,0,2026-01-09,1.9833333333333334,4
12761,10,approved,manual,2026-01-09 02:31:57,2026-01-09 11:18:20,7.7731,-0.2269,-0.22694444444444506,8.0,31,0.00,0.5325,1,0,2026-01-09,2.5166666666666666,4
12772,17,approved,manual,2026-01-12 02:00:34,2026-01-12 03:26:41,1.4353,-6.5647,-6.564722222222223,8.0,0,0.00,0,0,0,2026-01-12,2.0,0
12760,18,approved,manual,2026-01-09 02:09:26,2026-01-09 02:09:26,0.0,0.0,0,0.0,9,0.00,0.15722222222222224,1,0,2026-01-09,2.15,4
12751,11,approved,manual,2026-01-09 01:56:36,2026-01-09 11:11:29,8.2481,0.2481,0.24805555555555614,8.0,0,0.00,0,0,0,2026-01-09,1.9333333333333333,4
12775,10,approved,manual,2026-01-12 02:19:34,2026-01-12 02:19:34,0.0,0.0,0,0.0,19,0.00,0.32611111111111113,1,0,2026-01-12,2.3166666666666664,0
12776,16,approved,manual,2026-01-12 05:49:20,2026-01-12 11:06:48,5.1133,-2.8867,-2.8866666666666667,8.0,0,0.00,0,0,0,2026-01-12,5.816666666666666,0
12788,10,approved,manual,2026-01-13 02:53:28,2026-01-13 11:16:05,7.3769,-0.6231,-0.6230555555555564,8.000000000000002,0,0.00,0,0,0,2026-01-13,2.8833333333333333,1
12770,22,approved,manual,2026-01-12 01:59:48,2026-01-12 11:03:34,8.0628,0.0628,0.06277777777777797,7.999999999999999,0,0.00,0,0,0,2026-01-12,1.9833333333333334,0
12765,12,approved,manual,2026-01-12 01:50:04,2026-01-12 11:04:49,8.2458,0.2458,0.2458333333333336,8.0,0,0.00,0,0,0,2026-01-12,1.8333333333333335,0
12764,1,approved,manual,2026-01-12 01:48:13,2026-01-12 11:06:58,8.3125,0.3125,0.31250000000000044,8.0,0,0.00,0,0,0,2026-01-12,1.8,0
12774,7,approved,manual,2026-01-12 02:18:28,2026-01-12 11:07:06,7.8106,-0.1894,-0.18944444444444458,8.0,18,0.00,0.30777777777777776,1,0,2026-01-12,2.3,0
12767,14,approved,manual,2026-01-12 01:54:47,2026-01-12 11:07:40,8.2147,0.2147,0.21472222222222292,8.0,0,0.00,0,0,0,2026-01-12,1.9,0
12771,2,approved,manual,2026-01-12 02:00:26,2026-01-12 11:11:32,8.185,0.185,0.1850000000000009,8.0,0,0.00,0,0,0,2026-01-12,2.0,0
12766,11,approved,manual,2026-01-12 01:54:27,2026-01-12 11:17:38,8.3864,0.3864,0.3863888888888885,7.999999999999999,0,0.00,0,0,0,2026-01-12,1.9,0
12769,6,approved,manual,2026-01-12 01:58:23,2026-01-12 11:17:41,8.3217,0.3217,0.3216666666666673,8.0,0,0.00,0,0,0,2026-01-12,1.9666666666666668,0
12768,8,approved,manual,2026-01-12 02:00:05,2026-01-12 11:17:47,8.295,0.295,0.29500000000000054,7.999999999999999,0,0.00,0,0,0,2026-01-12,2.0,0
12773,18,approved,manual,2026-01-12 02:04:34,2026-01-12 11:36:02,8.5244,0.5244,0.524444444444445,8.0,4,0.00,0.0761111111111111,1,0,2026-01-12,2.066666666666667,0
12763,19,approved,manual,2026-01-12 01:47:45,2026-01-12 11:36:46,8.8169,0.8169,0.8169444444444451,8.0,0,0.00,0,0,0,2026-01-12,1.7833333333333332,0
12784,22,approved,manual,2026-01-13 02:01:43,2026-01-13 11:03:48,8.0347,0.0347,0.034722222222222966,7.999999999999998,1,0.00,0.028611111111111108,1,0,2026-01-13,2.0166666666666666,1
12781,14,approved,manual,2026-01-13 01:53:33,2026-01-13 11:03:53,8.1722,0.1722,0.17222222222222197,8.0,0,0.00,0,0,0,2026-01-13,1.8833333333333333,1
12785,18,approved,manual,2026-01-13 02:02:11,2026-01-13 11:06:07,8.0656,0.0656,0.0655555555555553,8.0,2,0.00,0.03638888888888889,1,0,2026-01-13,2.033333333333333,1
12783,6,approved,manual,2026-01-13 01:56:57,2026-01-13 11:07:14,8.1714,0.1714,0.1713888888888893,7.999999999999999,0,0.00,0,0,0,2026-01-13,1.9333333333333333,1
12786,7,approved,manual,2026-01-13 02:02:54,2026-01-13 11:08:44,8.0972,0.0972,0.09722222222222085,8.0,2,0.00,0.04833333333333333,1,0,2026-01-13,2.033333333333333,1
12778,19,approved,manual,2026-01-13 01:50:18,2026-01-13 11:10:36,8.3383,0.3383,0.3383333333333333,8.0,0,0.00,0,0,0,2026-01-13,1.8333333333333335,1
12779,1,approved,manual,2026-01-13 01:50:52,2026-01-13 11:11:48,8.3489,0.3489,0.34888888888888925,7.999999999999999,0,0.00,0,0,0,2026-01-13,1.8333333333333335,1
12787,2,approved,manual,2026-01-13 02:16:11,2026-01-13 11:16:16,8.0014,0.0,0,8.001388888888888,16,0.00,0.26972222222222225,1,0,2026-01-13,2.2666666666666666,1
12780,12,approved,manual,2026-01-13 01:52:33,2026-01-13 11:17:25,8.4144,0.4144,0.4144444444444447,8.0,0,0.00,0,0,0,2026-01-13,1.8666666666666667,1
12777,8,approved,manual,2026-01-13 01:58:07,2026-01-13 13:31:13,10.5517,2.5517,2.5516666666666667,7.999999999999999,0,0.00,0,0,0,2026-01-13,1.9666666666666668,1
12782,11,approved,manual,2026-01-13 01:53:38,2026-01-13 13:31:24,10.6294,2.6294,2.629444444444444,8.000000000000002,0,0.00,0,0,0,2026-01-13,1.8833333333333333,1
12789,16,approved,manual,2026-01-14 01:37:07,2026-01-14 01:37:07,0.0,0.0,0,0.0,0,0.00,0,0,0,2026-01-14,1.6166666666666667,2
12799,7,approved,manual,2026-01-14 05:49:52,2026-01-14 11:05:24,5.09,-2.91,-2.91,8.0,0,0.00,0,0,0,2026-01-14,5.816666666666666,2
12793,14,approved,manual,2026-01-14 01:54:48,2026-01-14 11:03:25,8.1436,0.1436,0.14361111111111213,7.999999999999999,0,0.00,0,0,0,2026-01-14,1.9,2
12795,6,approved,manual,2026-01-14 01:58:42,2026-01-14 11:04:38,8.0989,0.0989,0.09888888888888947,7.999999999999999,0,0.00,0,0,0,2026-01-14,1.9666666666666668,2
12794,8,approved,manual,2026-01-14 02:00:28,2026-01-14 11:04:43,8.0708,0.0708,0.07083333333333384,7.999999999999999,0,0.00,0,0,0,2026-01-14,2.0,2
12790,11,approved,manual,2026-01-14 01:48:30,2026-01-14 11:04:57,8.2742,0.2742,0.27416666666666756,7.999999999999998,0,0.00,0,0,0,2026-01-14,1.8,2
12791,19,approved,manual,2026-01-14 01:50:25,2026-01-14 11:07:48,8.2897,0.2897,0.28972222222222266,8.0,0,0.00,0,0,0,2026-01-14,1.8333333333333335,2
12792,1,approved,manual,2026-01-14 01:52:11,2026-01-14 11:08:03,8.2644,0.2644,0.2644444444444454,7.999999999999999,0,0.00,0,0,0,2026-01-14,1.8666666666666667,2
12797,17,approved,manual,2026-01-14 02:02:35,2026-01-14 11:12:23,8.1633,0.1633,0.1633333333333314,8.000000000000002,2,0.00,0.043055555555555555,1,0,2026-01-14,2.033333333333333,2
12796,18,approved,manual,2026-01-14 02:01:05,2026-01-14 11:21:25,8.3389,0.3389,0.33888888888888863,8.0,1,0.00,0.018055555555555554,1,0,2026-01-14,2.0166666666666666,2
12800,2,approved,manual,2026-01-14 11:11:24,2026-01-14 11:11:24,0.0,0.0,0,0.0,0,0.00,0,0,0,2026-01-14,11.183333333333334,2
12801,10,approved,manual,2026-01-14 11:12:34,2026-01-14 11:12:34,0.0,0.0,0,0.0,0,0.00,0,0,0,2026-01-14,11.2,2
12811,17,approved,manual,2026-01-15 02:10:03,2026-01-15 11:09:01,7.9828,-0.0172,-0.01722222222222264,8.0,10,0.00,0.1675,1,0,2026-01-15,2.1666666666666665,3
12807,7,approved,manual,2026-01-15 01:58:01,2026-01-15 11:02:16,8.0708,0.0708,0.07083333333333384,7.999999999999999,0,0.00,0,0,0,2026-01-15,1.9666666666666668,3
12808,6,approved,manual,2026-01-15 01:58:10,2026-01-15 11:02:54,8.0789,0.0789,0.07888888888888869,8.0,0,0.00,0,0,0,2026-01-15,1.9666666666666668,3
12809,22,approved,manual,2026-01-15 02:00:59,2026-01-15 11:04:01,8.0506,0.0506,0.05055555555555665,8.0,0,0.00,0,0,0,2026-01-15,2.0,3
12806,14,approved,manual,2026-01-15 01:55:04,2026-01-15 11:05:41,8.1769,0.1769,0.17694444444444427,8.0,0,0.00,0,0,0,2026-01-15,1.9166666666666665,3
12802,19,approved,manual,2026-01-15 01:53:48,2026-01-15 11:06:34,8.2128,0.2128,0.2127777777777779,7.999999999999999,0,0.00,0,0,0,2026-01-15,1.8833333333333333,3
12798,8,approved,manual,2026-01-15 02:02:07,2026-01-15 11:06:43,8.0767,0.0767,0.07666666666666723,7.999999999999999,2,0.00,0.035277777777777776,1,0,2026-01-15,2.033333333333333,3
12804,11,approved,manual,2026-01-15 01:53:57,2026-01-15 11:06:51,8.215,0.215,0.21499999999999997,8.0,0,0.00,0,0,0,2026-01-15,1.8833333333333333,3
12803,1,approved,manual,2026-01-15 01:53:52,2026-01-15 11:09:23,8.2586,0.2586,0.2586111111111123,7.999999999999999,0,0.00,0,0,0,2026-01-15,1.8833333333333333,3
12810,18,approved,manual,2026-01-15 02:02:04,2026-01-15 11:13:46,8.195,0.195,0.19500000000000065,8.0,2,0.00,0.03444444444444445,1,0,2026-01-15,2.033333333333333,3
12805,12,approved,manual,2026-01-15 01:54:15,2026-01-15 11:15:47,8.3589,0.3589,0.3588888888888897,7.999999999999998,0,0.00,0,0,0,2026-01-15,1.9,3
12812,2,approved,manual,2026-01-15 02:10:58,2026-01-15 11:52:03,8.6847,0.6847,0.6847222222222227,7.999999999999999,10,0.00,0.1827777777777778,1,0,2026-01-15,2.1666666666666665,3
12813,10,approved,manual,2026-01-15 02:30:57,2026-01-15 11:52:51,8.365,0.365,0.36500000000000016,8.0,30,0.00,0.5158333333333334,1,0,2026-01-15,2.5,3
12826,2,approved,manual,2026-01-16 02:04:28,2026-01-16 02:04:28,0.0,0.0,0,0.0,4,0.00,0.07444444444444445,1,0,2026-01-16,2.066666666666667,4
12818,14,approved,manual,2026-01-16 01:50:53,2026-01-16 11:03:16,8.2064,0.2064,0.20638888888888995,7.999999999999998,0,0.00,0,0,0,2026-01-16,1.8333333333333335,4
12823,22,approved,manual,2026-01-16 02:00:56,2026-01-16 11:04:18,8.0561,0.0561,0.0561111111111109,8.0,0,0.00,0,0,0,2026-01-16,2.0,4
12822,6,approved,manual,2026-01-16 01:59:32,2026-01-16 11:05:38,8.1017,0.1017,0.10166666666666666,8.0,0,0.00,0,0,0,2026-01-16,1.9833333333333334,4
12824,17,approved,manual,2026-01-16 02:03:32,2026-01-16 11:05:45,8.0369,0.0369,0.036944444444444585,7.999999999999999,3,0.00,0.058888888888888886,1,0,2026-01-16,2.05,4
12814,8,approved,manual,2026-01-16 01:56:35,2026-01-16 11:06:08,8.1592,0.1592,0.15916666666666665,7.999999999999999,0,0.00,0,0,0,2026-01-16,1.9333333333333333,4
12817,1,approved,manual,2026-01-16 01:44:40,2026-01-16 11:07:19,8.3775,0.3775,0.37749999999999934,8.0,0,0.00,0,0,0,2026-01-16,1.7333333333333334,4
12819,11,approved,manual,2026-01-16 01:53:02,2026-01-16 11:07:56,8.2483,0.2483,0.24833333333333324,8.0,0,0.00,0,0,0,2026-01-16,1.8833333333333333,4
12816,19,approved,manual,2026-01-16 01:44:24,2026-01-16 11:10:17,8.4314,0.4314,0.431388888888889,8.0,0,0.00,0,0,0,2026-01-16,1.7333333333333334,4
12825,18,approved,manual,2026-01-16 02:04:07,2026-01-16 11:13:50,8.1619,0.1619,0.16194444444444514,7.999999999999999,4,0.00,0.06861111111111111,1,0,2026-01-16,2.066666666666667,4
12821,7,approved,manual,2026-01-16 01:59:24,2026-01-16 11:20:59,8.3597,0.3597,0.359722222222222,8.0,0,0.00,0,0,0,2026-01-16,1.9833333333333334,4
12820,12,approved,manual,2026-01-16 01:55:19,2026-01-16 11:26:55,8.5267,0.5267,0.5266666666666673,8.0,0,0.00,0,0,0,2026-01-16,1.9166666666666665,4
12815,10,approved,manual,2026-01-16 01:37:59,2026-01-16 11:55:53,9.2983,1.2983,1.2983333333333336,8.0,0,0.00,0,0,0,2026-01-16,1.6166666666666667,4
12834,6,approved,manual,2026-01-19 01:58:39,2026-01-19 01:58:39,0.0,0.0,0,0.0,0,0.00,0,0,0,2026-01-19,1.9666666666666668,0
12827,8,approved,manual,2026-01-19 01:58:38,2026-01-19 11:11:49,8.2197,0.2197,0.21972222222222226,8.0,0,0.00,0,0,0,2026-01-19,1.9666666666666668,0
12836,22,approved,manual,2026-01-19 01:59:50,2026-01-19 11:03:47,8.0658,0.0658,0.06583333333333306,8.0,0,0.00,0,0,0,2026-01-19,1.9833333333333334,0
12833,7,approved,manual,2026-01-19 01:58:13,2026-01-19 11:05:02,8.1136,0.1136,0.11361111111111223,8.0,0,0.00,0,0,0,2026-01-19,1.9666666666666668,0
12828,16,approved,manual,2026-01-19 01:44:12,2026-01-19 11:06:32,8.3722,0.3722,0.372222222222222,8.0,0,0.00,0,0,0,2026-01-19,1.7333333333333334,0
12832,14,approved,manual,2026-01-19 01:55:14,2026-01-19 11:10:02,8.2467,0.2467,0.24666666666666665,7.999999999999999,0,0.00,0,0,0,2026-01-19,1.9166666666666665,0
12830,19,approved,manual,2026-01-19 01:52:06,2026-01-19 11:11:25,8.3219,0.3219,0.32194444444444487,7.999999999999999,0,0.00,0,0,0,2026-01-19,1.8666666666666667,0
12835,1,approved,manual,2026-01-19 01:59:07,2026-01-19 11:11:55,8.2133,0.2133,0.21333333333333288,8.0,0,0.00,0,0,0,2026-01-19,1.9833333333333334,0
12837,17,approved,manual,2026-01-19 02:01:44,2026-01-19 11:13:22,8.1939,0.1939,0.19388888888888922,8.0,1,0.00,0.02888888888888889,1,0,2026-01-19,2.0166666666666666,0
12831,11,approved,manual,2026-01-19 01:54:54,2026-01-19 11:14:09,8.3208,0.3208,0.32083333333333414,7.999999999999999,0,0.00,0,0,0,2026-01-19,1.9,0
12838,18,approved,manual,2026-01-19 02:02:30,2026-01-19 11:15:54,8.2233,0.2233,0.2233333333333331,8.0,2,0.00,0.041666666666666664,1,0,2026-01-19,2.033333333333333,0
12839,2,approved,manual,2026-01-19 02:07:49,2026-01-19 11:20:33,8.2122,0.2122,0.2122222222222232,7.999999999999998,7,0.00,0.13027777777777777,1,0,2026-01-19,2.1166666666666667,0
12840,10,approved,manual,2026-01-19 02:20:42,2026-01-19 11:20:00,7.9883,-0.0117,-0.011666666666667325,8.0,20,0.00,0.345,1,0,2026-01-19,2.3333333333333335,0
12829,12,approved,manual,2026-01-19 01:49:45,2026-01-19 11:36:51,8.785,0.785,0.7849999999999999,8.0,0,0.00,0,0,0,2026-01-19,1.8166666666666667,0
12844,11,approved,manual,2026-01-20 01:54:58,2026-01-20 11:30:00,8.5839,0.5839,0.5838888888888901,7.999999999999999,0,0.00,0,0,0,2026-01-20,1.9,1
12847,6,approved,manual,2026-01-20 01:59:20,2026-01-20 11:00:00,8.0111,0.0111,0.011111111111111249,8.0,0,0.00,0,0,0,2026-01-20,1.9833333333333334,1
12851,8,approved,manual,2026-01-20 02:05:00,2026-01-20 11:07:08,8.0356,0.0356,0.035555555555555646,8.0,5,0.00,0.08333333333333333,1,0,2026-01-20,2.0833333333333335,1
12842,16,approved,manual,2026-01-20 01:47:01,2026-01-20 11:02:09,8.2522,0.2522,0.252222222222223,8.0,0,0.00,0,0,0,2026-01-20,1.7833333333333332,1
12848,22,approved,manual,2026-01-20 01:59:50,2026-01-20 11:02:45,8.0486,0.0486,0.04861111111111006,8.0,0,0.00,0,0,0,2026-01-20,1.9833333333333334,1
12849,7,approved,manual,2026-01-20 02:01:12,2026-01-20 11:06:10,8.0828,0.0828,0.08277777777777853,8.0,1,0.00,0.02,1,0,2026-01-20,2.0166666666666666,1
12843,14,approved,manual,2026-01-20 01:50:39,2026-01-20 11:08:06,8.2908,0.2908,0.2908333333333336,8.0,0,0.00,0,0,0,2026-01-20,1.8333333333333335,1
12850,17,approved,manual,2026-01-20 02:03:10,2026-01-20 11:08:14,8.0844,0.0844,0.08444444444444524,8.0,3,0.00,0.05277777777777778,1,0,2026-01-20,2.05,1
12846,1,approved,manual,2026-01-20 01:57:19,2026-01-20 11:09:41,8.2061,0.2061,0.20611111111111083,8.0,0,0.00,0,0,0,2026-01-20,1.95,1
12841,19,approved,manual,2026-01-20 01:46:57,2026-01-20 11:11:33,8.41,0.41,0.41000000000000014,8.0,0,0.00,0,0,0,2026-01-20,1.7666666666666666,1
12845,12,approved,manual,2026-01-20 01:55:45,2026-01-20 11:12:54,8.2858,0.2858,0.2858333333333337,7.999999999999999,0,0.00,0,0,0,2026-01-20,1.9166666666666665,1
12854,18,approved,manual,2026-01-20 02:13:20,2026-01-20 11:12:35,7.9875,-0.0125,-0.012499999999999206,7.999999999999999,13,0.00,0.22222222222222224,1,0,2026-01-20,2.216666666666667,1
12852,2,approved,manual,2026-01-20 02:05:41,2026-01-20 11:14:56,8.1542,0.1542,0.15416666666666584,8.000000000000002,5,0.00,0.09472222222222222,1,0,2026-01-20,2.0833333333333335,1
12853,10,approved,manual,2026-01-20 02:06:46,2026-01-20 11:15:14,8.1411,0.1411,0.1411111111111114,8.0,6,0.00,0.11277777777777778,1,0,2026-01-20,2.1,1
12860,11,approved,manual,2026-01-21 01:52:54,2026-01-21 01:52:54,0.0,0.0,0,0.0,0,0.00,0,0,0,2026-01-21,1.8666666666666667,2
12863,18,approved,manual,2026-01-21 02:03:14,2026-01-21 02:03:14,0.0,0.0,0,0.0,3,0.00,0.05388888888888889,1,0,2026-01-21,2.05,2
12861,22,approved,manual,2026-01-21 02:00:19,2026-01-21 11:03:00,8.0447,0.0447,0.04472222222222349,7.999999999999999,0,0.00,0,0,0,2026-01-21,2.0,2
12862,7,approved,manual,2026-01-21 02:02:53,2026-01-21 11:03:48,8.0153,0.0153,0.015277777777777703,8.0,2,0.00,0.04805555555555555,1,0,2026-01-21,2.033333333333333,2
12859,14,approved,manual,2026-01-21 01:52:48,2026-01-21 11:06:03,8.2208,0.2208,0.22083333333333233,8.0,0,0.00,0,0,0,2026-01-21,1.8666666666666667,2
12855,8,approved,manual,2026-01-21 02:02:45,2026-01-21 11:13:27,8.1783,0.1783,0.1783333333333343,7.999999999999998,2,0.00,0.04583333333333333,1,0,2026-01-21,2.033333333333333,2
12864,17,approved,manual,2026-01-21 02:04:08,2026-01-21 11:15:20,8.1867,0.1867,0.1866666666666672,8.0,4,0.00,0.0688888888888889,1,0,2026-01-21,2.066666666666667,2
12857,1,approved,manual,2026-01-21 01:50:00,2026-01-21 11:18:46,8.4794,0.4794,0.47944444444444423,8.0,0,0.00,0,0,0,2026-01-21,1.8333333333333335,2
12858,12,approved,manual,2026-01-21 01:50:18,2026-01-21 11:21:49,8.5253,0.5253,0.5252777777777767,8.0,0,0.00,0,0,0,2026-01-21,1.8333333333333335,2
12856,19,approved,manual,2026-01-21 01:46:03,2026-01-21 11:29:32,8.7247,0.7247,0.7247222222222224,8.0,0,0.00,0,0,0,2026-01-21,1.7666666666666666,2
12867,10,approved,manual,2026-01-21 06:11:13,2026-01-21 11:15:24,5.0697,-2.9303,-2.9302777777777775,8.0,11,0.00,0.18694444444444444,1,0,2026-01-21,6.183333333333334,2
12880,19,approved,manual,2026-01-23 01:51:08,2026-01-23 11:08:20,8.2867,0.2867,0.2866666666666672,8.0,0,0.00,0,0,0,2026-01-23,1.85,4
12879,1,approved,manual,2026-01-23 01:50:37,2026-01-23 11:25:34,8.5825,0.5825,0.5824999999999994,8.0,0,0.00,0,0,0,2026-01-23,1.8333333333333335,4
12866,2,approved,manual,2026-01-21 05:47:43,2026-01-21 11:10:02,5.1672,-2.8328,-2.832777777777778,8.0,0,0.00,0,0,0,2026-01-21,5.783333333333333,2
