id,employee_id,create_uid,write_uid,date,adjustment,create_date,write_date,duration,duration_real
5972,1,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.3516666666666665,-0.35166666666666657
5973,2,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.1111111111111116,1.1111111111111107
5974,3,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5975,10,2,2,2023-05-19,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.44083333333333297,0.44083333333333385
5976,19,2,2,2023-05-20,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,6.3125,6.3125
5977,19,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5978,16,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.27750000000000075,0.27749999999999986
5979,3,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-5.184444444444445,-5.184444444444445
5980,1,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.1850000000000004,0.1850000000000005
5981,10,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.3161111111111108,0.3161111111111108
5982,18,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.6213888888888892,-0.6213888888888892
5983,2,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.2727777777777778,-0.2727777777777778
5984,20,2,2,2023-05-22,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
5985,18,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.20444444444444443,0.20444444444444443
5986,16,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.19694444444444503,0.19694444444444414
5987,1,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.3150000000000007,0.3149999999999995
5988,20,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.1555555555555559,-0.1555555555555559
5989,2,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.24944444444444436,-0.24944444444444436
5990,19,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.29861111111111194,-0.2986111111111107
5991,10,2,2,2023-05-23,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-4.721666666666667,-4.721666666666667
5992,3,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-4.148611111111111,-4.148611111111111
5993,1,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.0161111111111108,0.016111111111111853
5994,18,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.11805555555555536,-0.11805555555555536
5995,20,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.24888888888888872,-0.24888888888888872
5996,2,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.13444444444444414,0.13444444444444414
5997,16,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.47750000000000004,-0.47750000000000004
5998,19,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.5574999999999997,-0.5575000000000001
5999,10,2,2,2023-05-24,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.6350000000000002,-0.6349999999999998
6000,16,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6001,2,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.18972222222222168,0.18972222222222257
6002,18,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.41027777777777796,-0.41027777777777796
6003,19,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.4649999999999999,-0.46499999999999986
6004,20,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.5125000000000002,-0.5125000000000002
6005,10,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.20500000000000007,-0.20500000000000007
6006,3,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-1.9547222222222222,-1.9547222222222222
6007,1,2,2,2023-05-25,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-2.8741666666666665,-2.8741666666666665
6008,16,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.6294444444444443,0.6294444444444451
6009,2,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.30388888888888843,0.30388888888888843
6010,1,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.2994444444444436,-0.2994444444444442
6011,3,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-5.537222222222223,-5.537222222222223
6012,18,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.3583333333333334,-0.3583333333333334
6013,20,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.3824999999999994,-0.3825000000000003
6014,19,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6015,10,2,2,2023-05-26,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.7344444444444442,-0.7344444444444447
6016,16,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.14722222222222214,0.14722222222222214
6017,2,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.31694444444444514,0.31694444444444514
6018,1,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.7519444444444439,0.7519444444444439
6019,18,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.31305555555555564,-0.31305555555555564
6020,20,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.03249999999999975,-0.03249999999999975
6021,19,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.33638888888888807,-0.33638888888888907
6022,10,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6023,3,2,2,2023-05-29,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-6.474722222222223,-6.474722222222223
6024,16,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.8997222222222225,0.8997222222222216
6025,3,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.8458333333333333,0.8458333333333332
6026,18,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2105555555555556,0.21055555555555472
6027,2,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.19361111111111118,0.1936111111111103
6028,20,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.20583333333333353,-0.20583333333333353
6029,10,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.38055555555555554,-0.38055555555555554
6030,19,2,2,2023-05-30,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.493055555555556,-0.49305555555555536
6031,1,2,2,2023-05-31,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.3011111111111111,0.301111111111112
6032,2,2,2,2023-05-31,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.10111111111111182,0.10111111111111093
6033,20,2,2,2023-05-31,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.03666666666666707,0.03666666666666707
6034,19,2,2,2023-05-31,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.08722222222222267,-0.08722222222222253
6035,18,2,2,2023-05-31,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.22777777777777697,-0.22777777777777786
6036,10,2,2,2023-05-31,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.31472222222222257,-0.31472222222222257
6037,1,2,2,2023-06-01,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.18472222222222223,0.1847222222222218
6038,19,2,2,2023-06-01,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.023888888888888016,0.02388888888888907
6039,2,2,2,2023-06-01,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.09388888888888935,-0.09388888888888847
6040,18,2,2,2023-06-01,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.05888888888888921,-0.05888888888888921
6041,20,2,2,2023-06-01,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.1111111111111116,-0.11111111111111072
6042,10,2,2,2023-06-01,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.8213888888888894,-0.8213888888888885
6043,1,2,2,2023-06-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2222222222222222,0.22222222222222143
6044,2,2,2,2023-06-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.3063888888888888,0.3063888888888897
6045,18,2,2,2023-06-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.09249999999999936,0.09249999999999936
6046,20,2,2,2023-06-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.031388888888889355,0.031388888888889355
6047,19,2,2,2023-06-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.1080555555555554,-0.10805555555555557
6048,10,2,2,2023-06-02,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.8869444444444445,-0.8869444444444445
6049,16,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.5827777777777783,0.5827777777777783
6050,18,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.15527777777777807,0.15527777777777807
6051,2,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.10972222222222161,0.1097222222222225
6052,1,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.24583333333333363,0.24583333333333357
6053,3,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-3.7824999999999998,-3.7824999999999998
6054,20,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.22305555555555578,0.22305555555555578
6055,19,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.062499999999999556,0.0625
6056,10,2,2,2023-06-06,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.44861111111111107,-0.44861111111111107
6057,16,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.19555555555555593,0.19555555555555593
6058,1,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.13194444444444445,0.13194444444444464
6059,20,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.053055555555555856,-0.053055555555555856
6060,2,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,2.2141666666666664,2.2141666666666673
6061,18,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.15194444444444422,-0.15194444444444422
6062,19,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.2674999999999994,-0.26750000000000007
6063,10,2,2,2023-06-07,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.729166666666667,1.729166666666666
6064,16,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.1983333333333333,1.1983333333333341
6065,20,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,1.076944444444444,1.076944444444445
6066,2,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.5172222222222222,0.5172222222222214
6067,18,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.09750000000000014,0.09750000000000014
6068,19,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.9419444444444449,0.9419444444444451
6069,10,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2694444444444448,0.26944444444444393
6070,1,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-1.7197222222222222,-1.719722222222222
6071,3,2,2,2023-06-08,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-3.7250000000000005,-3.7249999999999996
6072,16,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6073,18,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.2027777777777775,0.2027777777777775
6074,2,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.07305555555555543,-0.07305555555555543
6075,20,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.1019444444444444,0.10194444444444528
6076,19,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-5.020833333333334,-5.020833333333334
6077,3,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.44611111111111135,0.44611111111111157
6078,1,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.20138888888888828,-0.20138888888888928
6079,10,2,2,2023-06-09,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.6830555555555549,-0.6830555555555557
6080,3,2,2,2023-06-10,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,2.7127777777777777,2.7127777777777777
6081,16,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6082,2,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.0408333333333335,-0.0408333333333335
6083,1,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.8699999999999994,0.8699999999999992
6084,19,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.024722222222222312,-0.024722222222222534
6085,20,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.06833333333333336,-0.06833333333333336
6086,3,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.34222222222222287,0.3422222222222224
6087,10,2,2,2023-06-12,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6088,16,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-8,-8
6089,1,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.7361111111111106,0.7361111111111107
6090,19,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.6688888888888898,0.6688888888888886
6091,20,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.1405555555555562,0.1405555555555562
6092,18,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.15916666666666668,0.1591666666666658
6093,2,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.19083333333333385,-0.19083333333333297
6094,10,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.04527777777777775,-0.04527777777777775
6095,3,2,2,2023-06-13,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.027222222222222037,-0.027222222222222037
6096,16,2,2,2023-06-14,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,0.45611111111111136,0.45611111111111136
6097,1,2,2,2023-06-14,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.044166666666666465,-0.044166666666666465
6098,2,2,2,2023-06-14,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.09416666666666629,-0.09416666666666629
6099,18,2,2,2023-06-14,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.13027777777777771,-0.13027777777777771
6100,20,2,2,2023-06-14,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-0.26055555555555543,-0.26055555555555543
6101,3,2,2,2023-06-14,f,2025-10-24 10:21:46.031075,2025-10-24 10:21:46.031075,-5.426944444444445,-5.426944444444445
